VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,FLAG,Unnamed: 7,OWNERSHIP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,DESTINATION,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,"*The data gathered by the NGO Shipbreaking Platform is sourced from different outlets and stakeholders, and is cross-checked whenever possible.
The data upon which this information is based is correct to the best of the Platform’s knowledge, and the Platform takes no responsibility for the accuracy of the information provided. 
The Platform will correct or complete data if any inaccuracy is signaled. All data which has been provided is publicly available and does not reveal any confidential business information."
IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,CHANGE OF FLAG FOR BREAKING,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL ,COMMENT,,
9248203,BON,Chemical/Products Tanker,8253,4450,2001,St Kitts & Nevis,India,Zen Shipping & Port India Pvt,India,Zen Shipping & Port India Pvt,Zen Shipping & Port India Pvt,India,Alang,India,2021-09-01 00:00:00,,,
9230854,EXPLORINDO 1,Chemical/Products Tanker,23784,8554,2001,Indonesia,,Buana Lintas Lautan Tbk PT,Indonesia,Gemilang Bina Lintas Tirta PT,Pearl Maritime PT,Indonesia,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8403117,TANIMBAR BAHARI,General Cargo Ship,551,,1984,Indonesia,,Citrabaru Adinusantara PT,Indonesia,Citrabaru Adinusantara PT,Citrabaru Adinusantara PT,Indonesia,Unknown,Unknown,2021-09-01 00:00:00,,,
9061887,KARUNIA,Bulk Carrier,35887,9615,1993,Indonesia,,Jaya Samudra Karunia Shipping,Indonesia,Oldendorff Carriers GmbH & Co,JSK Abadi Lines PT,Indonesia,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
7804572,HARAPAN SEJATI,General Cargo Ship,3171,,1978,Indonesia,,Nusantara Sejati,Indonesia,Putra Sejati,Putra Sejati,Indonesia,Surabaya,Indonesia,2021-09-01 00:00:00,,,
9171838,SINGAPURA,Crude Oil Tanker,63217,17707,1999,Comoros,Indonesia,Selebes Sarana PT,Indonesia,Selebes Sarana PT,Selebes Sarana PT,Indonesia,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
9044499,ION,Crude/Oil Products Tanker,22560,8519,1993,St Kitts & Nevis,Indonesia,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8753902,REO,"Drilling Rig, jack up",6377,18060,1980,St Kitts & Nevis,Portugal,SAIPEM SpA,Italy,SAIPEM Spa,SAIPEM Portugal Comercio,Madeira,Alang,India,2021-09-01 00:00:00,,,
8756497,RIG MARIA,"Drilling Rig, jack up",6289,9263,1976,Comoros,Liberia,Japan Drilling Co Ltd,Japan,Gulf Drilling International,Gulf Drilling International,Qatar,Alang,India,2021-09-01 00:00:00,,,
9158991,DAEHO SUNSHINE,Chemical/Products Tanker,5979,3318,1997,Korea (South),,DaeHo Shipping Co Ltd-Seoul,Korea (South),DaeHo Shipping Co Ltd-Busan,DaeHo Shipping Co Ltd-Busan,Korea (South),Alang,India,2021-09-01 00:00:00,,,
9030840,TERI F,LNG Tanker,86205,26915,1997,Niue,Malaysia,PETRONAS,Malaysia,MISC Bhd,Puteri Firus Sdn Bhd,Malaysia,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8000616,LAYA,Shuttle Tanker,42575,15363,1981,Malaysia,,TH Heavy Engineering Bhd,Malaysia,THHE Fabricators Sdn Bhd,Floatech L Ltd,Malaysia,Gadani,Pakistan,2021-09-01 00:00:00,,,
9169627,SALLIE KNUTSEN,Shuttle Tanker,87827,25553,1999,Isle Of Man,,Knutsen OAS Shipping AS,Norway,Knutsen Shuttle Tankers Pool,Luky KS,Norway,Alang,India,2021-09-01 00:00:00,,,
9160619,LOCH RANNOCH,Shuttle Tanker,75526,26221,1998,United Kingdom,,Knutsen OAS Shipping AS,Norway,KNOT Management AS,Knutsen Shuttle Tankers 2,Norway,Aliaga,Turkey,2021-09-01 00:00:00,,,
8918277,SAGA TIDE,Open Hatch Cargo Ship,29235,10712,1991,Hong Kong,,Saga Shipholding IOM Ltd,Norway,Saga Welco AS,Saga Shipholding Norway AS,Norway,Alang,India,2021-09-01 00:00:00,,,
8770766,WEST PEGASUS,"Drilling Rig, semi Submersible",39833,,2011,Singapore,,Seadrill Ltd,Norway,Seadrill Pegasus Pte Ltd,Seadrill Pegasus Pte Ltd,Singapore,Aliaga,Turkey,2021-09-01 00:00:00,,,
8226739,LA MANCHE,Refrigerated Cargo Ship ,13506,8144,1983,Vanuatu,,The Resource Group TRG AS,Norway,Aker Biomarine Antarctic AS,Aker Biomarine Antarctic AS,Norway,Aliaga,Turkey,2021-09-01 00:00:00,,,
7815557,GULF GLOW I,Products Tanker ,3663,1950,1979,Panama,,Yaqoob Shipping & Trading Co,Panama,Yaqoob Shipping & Trading Co,Yaqoob Shipping & Trading Co,Panama,Gadani,Pakistan,2021-09-01 00:00:00,,,
9197674,ISLAND 10,General Cargo Ship,4086,2686,1999,Gabon,Papua New Guinea,Bismark Maritime Ltd,Papua New Guinea,Bismark Maritime Ltd,Bismark Maritime Ltd,Papua New Guinea,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
9173343,PACIFIC 10,General Cargo Ship,4086,2722,1999,Gabon,Papua New Guinea,Bismark Maritime Ltd,Papua New Guinea,Bismark Maritime Ltd,Bismark Maritime Ltd,Papua New Guinea,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
9224611,MORESBY 10,General Cargo Ship,4090,2785,2000,Gabon,Papua New Guinea,Bismark Maritime Ltd,Papua New Guinea,Bismark Maritime Ltd,Bismark Maritime Ltd,Papua New Guinea,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8884256,KAPITAN STEKOLSHCHIKOV,Fish Carrier,683,734,1994,Mongolia,Russia,Marine Line Co Ltd,Russia,Marine Line Co Ltd,Eastern Refrigeration Co Ltd,Russia,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8842832,KAPITAN VORONIN,Fishing Vessel,745,821,1991,Russia,,Pomor-Servis Co Ltd,Russia,Pomor-Servis Co Ltd,Pomor-Servis Co Ltd,Russia,Unknown,Unknown,2021-09-01 00:00:00,,,
8624565,KAPITAN DEMIDYUK,Fish Factory Ship,6394,5617,1987,St Kitts & Nevis,Russia,Preobrazheniye Trawler Fleet,Russia,Preobrazheniye Trawler Fleet,Preobrazheniye Trawler Fleet,Russia,Alang,India,2021-09-01 00:00:00,,,
9012173,GET LUCK,Chemical Tanker,4976,3054,1991,Panama,,Get Luck Marine Co Ltd,Samoa,Get Luck Marine Co Ltd,Get Luck Marine Co Ltd,Samoa,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
9175729,LAUREL,Chemical/Products Tanker,5999,3337,1997,St Kitts & Nevis,Palau,Oasis Wonder Int'l Ltd,Seychelles,Oasis Wonder Int'l Ltd,Oasis Wonder Int'l Ltd,Seychelles,Alang,India,2021-09-01 00:00:00,,,
9072733,HAI SOON 29,Products Tanker,1993,2603,1993,Singapore,,Hai Soon Diesel & Trading Pte,Singapore,Hai Soon Ship Mgmt Pte Ltd,Hai Soon Pacific Pte Ltd,Singapore,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8407101,RUBI,"FPSO, Oil",45150,19698,1987,St Kitts & Nevis,Singapore,Rubicon Offshore International,Singapore,Rubicon Offshore International,Rubicon Vantage International,Singapore,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
7811355,MAJU 8,Bunkering Tanker (Oil),847,,1978,St Kitts & Nevis,,Shipmate Pte Ltd,Singapore,Shipmate Pte Ltd,ESW Maritime SA,Panama,Unknown,Unknown,2021-09-01 00:00:00,,,
8706612,JAY JAY,Crude/Oil Products Tanker,2456,1403,1987,Guyana,Mongolia,Success Blossom Ltd,Singapore,Success Blossom Ltd,Silver Water Holding,British Virgin Islands,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8907694,EUSTANCE,Products Tanker,1999,1090,1989,Niue,Singapore,Unknown,Singapore,MB Marine Pte Ltd,Equinox Marine Pte Ltd,Singapore,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8907266,ANGEL,Chemical/Products Tanker,4995,2763,1989,St Kitts & Nevis,Panama,Winson Oil Trading Pte Ltd,Singapore,Winson Oil Bunkering Pte Ltd,Happy Globe Ltd,British Virgin Islands,Alang,India,2021-09-01 00:00:00,,,
9114828,NEW HARMONY,Products Tanker,5537,2945,1995,Nauru,,Zheng Yu Shipping Co Ltd,Taiwan,SK B&T Pte Ltd,Best Seaside Ltd,British Virgin Islands,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
9087879,B. P. P. 12,Products Tanker,1253,945,1994,Thailand,,BPP Supply Co Ltd,Thailand,BPP Supply Co Ltd,BPP Supply Co Ltd,Thailand,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
9048512,PK MARINE 5,Products Tanker,1065,687,1992,Thailand,,P.K Marine Construction,Thailand,P.K Marine Construction,P.K Marine Construction,Thailand,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8902993,STANDORF,LPG Tanker,21907,11050,1990,Panama,,TGM Deniz Is ve Acent Ltd Sti,Turkey,TGM Deniz Is ve Acent Ltd Sti,Standorf Shipping Inc,Marshall Islands,Alang,India,2021-09-01 00:00:00,,,
9172727,KURUSHINA,Chemical/Products Tanker,20573,7957,1998,Gabon,,HP Shipmanagement LLC,United Arab Emirates,HP Shipmanagement LLC,Kurushina Corp Ltd,Marshall Islands,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8200797,ORIENTAL QUEEN,General Cargo Ship,1241,,1982,Tanzania (Zanzibar),,Island Flag Shipping LLC,United Arab Emirates,Island Flag Shipping LLC,A&A Shipping Lines Ltd,St Kitts & Nevis,Gadani,Pakistan,2021-09-01 00:00:00,,,
9183257,HAFID,Crude/Oil Products Tanker,28534,9246,2000,Panama,,Pentacontinent DMCC,United Arab Emirates,Pentacontinent DMCC,Nali Shipping Inc,Panama,Gadani,Pakistan,2021-09-01 00:00:00,,,
9181534,ESCAPADE,Crude Oil Tanker,57925,16696,1998,Gabon,,Safe Seas Ship Management FZE,United Arab Emirates,Safe Seas Ship Management FZE,Navidutch Shipping Inc,Marshall Islands,Gadani,Pakistan,2021-09-01 00:00:00,,,
8309294,AMAL I,Bulk Carrier,24646,7418,1987,Panama,,Saqr Logistics,United Arab Emirates,Saqr Logistics,Al Safarini Quarries LLC,United Arab Emirates,Gadani,Pakistan,2021-09-01 00:00:00,,,
9200744,PACIFIC BRAVERY I,Crude Oil Tanker,38962,12497,1999,Panama,,Saud Shipping DMCC,United Arab Emirates,Saud Shipping DMCC,First Gulf International Inc,Liberia,Gadani,Pakistan,2021-09-01 00:00:00,,,
8756576,WEST ALPHA,"Drilling Rig, semi Submersible",17193,,1986,Panama,,Aquadrill LLC,United Kingdom,North Atlantic Norway Ltd,North Atlantic Alpha Ltd,Bermuda,Aliaga,Turkey,2021-09-01 00:00:00,,,
9465447,BOR,Drilling Ship,60349,35158,2010,Comoros,Liberia,Pacific Drilling Services Inc,United States Of America,Pacific Drilling Services Inc,Pacific Bora Ltd,Liberia,Alang,India,2021-09-01 00:00:00,,,
9496159,MIST 1,Drilling Ship,60349,44994,2011,Liberia,,Pacific Drilling Services Inc,United States Of America,Pacific Drilling Services Inc,Pacific Mistral Ltd,Liberia,Aliaga,Turkey,2021-09-01 00:00:00,,,
8890671,LUCKY,General Cargo Ship,720,,1995,Sierra Leone,Panama,Unknown,Unknown,Ming Xia Shipping Co Ltd,Li MX,China ,Unknown,Unknown,2021-09-01 00:00:00,,,
8514291,ROSE JASMEEN,Products Tanker ,3225,2120,1985,Panama,,Unknown,Unknown,Glow Shipping Lines LLC,Fatima Shipping Inc,Marshall Islands,Gadani,Pakistan,2021-09-01 00:00:00,,,
8413150,COMMANDER TIDE,Platform Supply Ship,911,,1984,Congo (Democratic Republic) False,,Unknown,Unknown,Corbata Maritime Ltd,Corbata Maritime Ltd,Marshall Islands,Aliaga,Turkey,2021-09-01 00:00:00,,,
9145841,SPLENDOUR,Chemical/Products Tanker,27915,10045,1996,Palau,,Unknown,Unknown,Drava Shipping Inc-MAI,Drava Shipping Inc-MAI,Marshall Islands,Gadani,Pakistan,2021-09-01 00:00:00,,,
8676324,DE SING JIN,Products Tanker,4312,2603,2002,Sierra Leone,,Unknown,Unknown,Jingjiang Wantong Shpg Ind Co,Jingjiang Wantong Shpg Ind Co,China,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
9109304,GAS ICON,LPG Tanker,5087,2926,1994,Panama,,Sellan Gas Co Ltd,Vietnam,Hung Phat Maritime Trading,Sellan Gas Co Ltd,Vietnam,Chittagong,Bangladesh,2021-09-01 00:00:00,,,
8814237,FENG 95,Refrigerated Cargo Ship,3503,2216,1989,St Kitts & Nevis,Panama,China National Agricultural,China,Zhongyu Global Seafood Corp,Yun Feng SA,China,Alang,India,2021-10-01 00:00:00,,,
9063110,DONG TING HU,Crude Oil Tanker,38570,14509,1995,China,,COSCO Shipping Tanker Dalian,China,Offshore Oil Yangpu Shpg,Offshore Oil Yangpu Shpg,China,Zhoushan,China,2021-10-01 00:00:00,,,
9083287,SHARIFA 4,Crude Oil Tanker,52875,16484,1995,Egypt,,Pyramid Navigation Co ESA,Egypt,International Marine Mgmt Co,Pyramid Navigation Co ESA,Egypt,Gadani,Pakistan,2021-10-01 00:00:00,,,
8311883,LOTUS,Passenger/Ro-Ro Ship (Vehicles/Rail),25353,12112,1986,Gabon,Panama,OFW Ships SA,France,OFW Ships SA,OFW Ships SA,France,Alang,India,2021-10-01 00:00:00,,,
7370155,ECOKEEPER,Products Tanker,2157,,1974,Togo,Greece,Aegean Group,Greece,Aegean Shipping Enterprises MC,Ecokeeper Maritime Co,Greece,Aliaga,Turkey,2021-10-01 00:00:00,,,
9171199,GEMA,Crude/Oil Products Tanker,13817,7517,2001,Marshall Islands,,Aerio Shipmanagement Ltd,Greece,Aerio Shipmanagement Ltd,Stralia Maritime SA,Marshall Islands,Alang,India,2021-10-01 00:00:00,,,
9187239,CAPE BALDER,Crude Oil Tanker,81093,22657,2000,Marshall Islands,,New Shipping Ltd,Greece,New Shipping Ltd,Lochton Trading Ltd,Liberia,Gadani,Pakistan,2021-10-01 00:00:00,,,
7224459,ROGER,Passenger/Ro-Ro Ship (Vehicles),12281,6891,1973,Comoros,Cyprus,Ventouris Ferries,Greece,Nobel Maritime Inc-PAN,Saphir Marine SA,Panama,Alang,India,2021-10-01 00:00:00,,,
9141405,GOLD TULIP,Chemical/Products Tanker,12184,6528,1998,Comoros,Liberia,Golden Ships Management Co Ltd,Hong Kong,Golden Ships Management Co Ltd,Golden Tulip Ltd,Liberia,Alang,India,2021-10-01 00:00:00,,,
9165293,VICTORY,Products Tanker,28400,9249,1998,Marshall Islands,,Fareast Ship Management,Hong Kong   ,Fareast Marine Services HK Ltd,Smart Nice Development Ltd,British Virgin Islands,Gadani,Pakistan,2021-10-01 00:00:00,,,
8609151,XIN DA,Products Tanker,1888,1120,1986,Sierra Leone,Unknown,Rui Xiang HK Marine,Hong Kong   ,Sino Chance Enterprise Inc-BVI,Metro Harvest Shipping Ltd,Hong Kong   ,Chittagong,Bangladesh,2021-10-01 00:00:00,,,
7911430,DON JOSE,Supply Tender,1093,327,1980,Unknown,,Halani Shipping Pvt Ltd,India,Halani Shipping Pvt Ltd,Halani International Ltd,St Vincent & The Grenadines,Alang,India,2021-10-01 00:00:00,,,
7806075,GEO HINDSAGAR,Research Survey Vessel,2906,2167,1980,India,,Hind Offshore Pvt Ltd,India,Hind Offshore Pvt Ltd,Hind Offshore Pvt Ltd,India,Alang,India,2021-10-01 00:00:00,,,
8606434,NAN COWRY,General Cargo/Passenger Ship,14176,8000,1992,St Kitts & Nevis,India,India Govt,India,SCI,Andaman & Nicobar Admin,India,Alang,India,2021-10-01 00:00:00,,,
9174488,SAN,Products Tanker ,28546,9364,1999,St Kitts & Nevis,India,Sanmar Shipping Ltd,India,Sanmar Shipping Ltd,Sanmar Shipping Ltd,India,Gadani,Pakistan,2021-10-01 00:00:00,,,
8112500,SUPREME EXPLORER,Research Survey Vessel,3375,3093,1983,St Kitts & Nevis,India,Supreme Hydro Engineering Pvt,India,Supreme Hydro Engineering Pvt,Supreme Hydro Engineering Pvt,India,Alang,India,2021-10-01 00:00:00,,,
8613554,TARGET,Chemical/Products Tanker,9119,4253,1991,Palau,Indonesia,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Alang,India,2021-10-01 00:00:00,,,
8753938,LPH,"Drilling Rig, jack up",5330,16399,1981,St Kitts & Nevis,Portugal,SAIPEM SpA,Italy,Equipment Rental & Services BV,Snamprogetti Saudi Arabia,Saudi Arabia,Alang,India,2021-10-01 00:00:00,,,
9203370,EASTERN CHEMI,Chemical/Products Tanker,5732,3194,1999,Korea (South),,DM Shipping Co Ltd,Korea (South),DM Shipping Co Ltd,DM Shipping Co Ltd,Korea (South),Alang,India,2021-10-01 00:00:00,,,
8204597,LAKE GLORY,Refrigerated Cargo Ship,5122,3292,1982,Korea (South),,Ji Sung Shipping Co Ltd,Korea (South),Ji Sung Shipping Co Ltd,Ji Sung Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2021-10-01 00:00:00,,,
8415859,SEIN SUN,Refrigerated Cargo Ship,4428,3211,1984,Korea (South),,Sein Shipping Co Ltd,Korea (South),Sein Shipping Co Ltd,Sein Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2021-10-01 00:00:00,,,
9189122,BUNGA,Crude/Oil Products Tanker,40037,13037,2000,Comoros,Malaysia,PETRONAS,Malaysia,AET Tankers Pte Ltd,AET Petroleum Tanker M,Malaysia,Alang,India,2021-10-01 00:00:00,,,
9169615,KAREN KNUTSEN,Shuttle Tanker,88109,25866,1999,Isle Of Man,,Knutsen OAS Shipping AS,Norway,Knutsen Shuttle Tankers Pool,Luky KS,Norway,Alang,India,2021-10-01 00:00:00,,,
8919037,STOLT SPRUCE,Chemical/Products Tanker,22415,11273,1993,Liberia,,Stolt-Nielsen Norway AS,Norway,Stolt Tankers BV,Stolt Spruce BV,Netherlands,Alang,India,2021-10-01 00:00:00,,,
8115954,BOCAS MARINER,Platform Supply Ship,680,,1981,Panama,,QuinnOil Co Ltd,Panama,Grand Mariner Corp,Harley Marine SA,Panama,Unknown,Unknown,2021-10-01 00:00:00,,,
7804948,ECOMAR,Chemical Tanker,1571,1205,1979,Russia,,ECO Phoenix Holding Plc,Russia,LUKoil-Bunker,ECO Phoenix Holding Plc,Russia,St Petersburg,Russia,2021-10-01 00:00:00,,,
8106824,PANDORA,Fishing Vessel,751,958,1982,Mongolia,Russia,Magadanryba,Russia,Magadanryba,Magadanryba,Russia,Chittagong,Bangladesh,2021-10-01 00:00:00,,,
5182205,KARU,Icebreaker,2625,2864,1958,Russia,,Russia Govt,Russia,Rosmorport,Russia Govt,Russia,St Petersburg,Russia,2021-10-01 00:00:00,,,
8607048,FRITJOF NANSEN,Fishing Vessel,2062,1816,1987,Russia,,Russian Govt VNIRO,Russia,Russian Govt VNIRO,Russian Govt VNIRO,Russia,Murmansk,Russia,2021-10-01 00:00:00,,,
8723098,KOMAROVO,Fishing Vessel,609,559,1987,Russia,,Voskhod Fishing Collective,Russia,Voskhod Fishing Collective,Voskhod Fishing Collective,Russia,Sovetskaya Gavan,Russia,2021-10-01 00:00:00,,,
9041605,SEDNA,Products Tanker,1642,1048,1992,Guyana,Singapore,Equatorial Marine Fuel Mgmt,Singapore,Equatorial Marine Fuel Mgmt,Grandeur Trading & Services,Singapore,Chittagong,Bangladesh,2021-10-01 00:00:00,,,
9123659,MELATI SATU,Chemical/Products Tanker,22254,10211,1997,Tuvalu,,Wilmar International Ltd,Singapore,Raffles Shipmanagement Serv,Jessie Shipping Co Pte Ltd,Singapore,Alang,India,2021-10-01 00:00:00,,,
8705383,SASSNITZ,Passenger/Ro-Ro Ship (Vehicles/Rail),21154,9805,1989,Sweden,,Stena AB,Sweden,Stena Line GmbH & Co KG,Stena RoRo Navigation Ltd,Cyprus,Aliaga,Turkey,2021-10-01 00:00:00,,,
8606288,JI TAI,Crude/Oil Products Tanker,3507,2056,1986,St Kitts & Nevis,Mongolia,Da Fang Chou Ships Management,Taiwan,Da Fang Chou Ships Management,You Shun Co Ltd,Seychelles,Chittagong,Bangladesh,2021-10-01 00:00:00,,,
7803308,RAHIMA,Landing Craft,857,,1978,Tanzania,,Oceaniss Co Ltd,Tanzania,Oceaniss Co Ltd,Oceaniss Co Ltd,Tanzania,Unknown,Unknown,2021-10-01 00:00:00,,,
8703074,HARIN NAVEE 8,General Cargo Ship,1266,758,1987,Thailand,,Harinsuit Transport Co Ltd,Thailand,Harinsuit Transport Co Ltd,Nipat Navee Co Ltd,Thailand,Chittagong,Bangladesh,2021-10-01 00:00:00,,,
8916504,DURUCA,Chemical/Products Tanker,4556,2718,1993,Turkey,,Beykim Petrolculuk Gemi,Turkey,Beykim Petrolculuk Gemi,Beykim Petrolculuk Gemi,Turkey,Alang,India,2021-10-01 00:00:00,,,
8841591,DAY,General Cargo Ship,2516,1263,1976,Sierra Leone,,Gondol Marine Shpg & Trading,Turkey,Daylight Shipping & Trading,Day Shipping & Trading Ltd,St Kitts & Nevis,Aliaga,Turkey,2021-10-01 00:00:00,,,
9111644,ALBA SUN,Crude Oil Tanker,57456,16726,1996,Panama,,Brizo Tanker Ship Management,United Arab Emirates,Brizo Tanker Ship Management,Alba Sun Tankers Corp,Panama,Gadani,Pakistan,2021-10-01 00:00:00,,,
7113002,JUPITER,Fishery Research Vessel,1594,1632,1972,Unknown,Comoros,Excel International FZC,United Arab Emirates,Excel International FZC,Excel International FZC,United Arab Emirates,Alang,India,2021-10-01 00:00:00,,,
9041069,LANTIC,Crude Oil Tanker,79001,23305,1996,Comoros,Panama,Jampur International FZE,United Arab Emirates,Jampur International FZE,Gulf of Africa International,Nigeria,Chittagong,Bangladesh,2021-10-01 00:00:00,,,
9201592,INGRID,Crude Oil Tanker,56204,15591,2000,Panama,Sierra Leone,Siwan Trading International,United Arab Emirates,Siwan Trading International,Siwan Trading International,United Arab Emirates,Gadani,Pakistan,2021-10-01 00:00:00,,,
9535929,DS-6,Drilling Ship,60162,35416,2012,Cameroon,,Valaris Plc,United Kingdom,Valaris Plc,Pride Global II Ltd,Vanuatu,Aliaga,Turkey,2021-10-01 00:00:00,,,
8750807,VALARIS JU-70,"Drilling Rig, jack up",7198,,1981,Unknown,,Valaris Plc,United Kingdom,Valaris Plc,ENSCO Global GmbH,Switzerland,Aliaga,Turkey,2021-10-01 00:00:00,,,
5128467,MISSISSAGI,"Bulk Carrier, Self-discharging, Laker",10588,3466,1943,Canada,,Rand Logistics Inc,United States Of America,Lower Lakes Towing Ltd,Lower Lakes Towing Ltd,Canada,Sault Ste Marie,Canada,2021-10-01 00:00:00,,,
7819694,SEA HUNTER,Platform Supply Ship,830,,1978,United States Of America,,Sea Hunters LP,United States Of America,Sea Hunters LP,Sea Hunters LP,United States Of America,Boston,United States of America,2021-10-01 00:00:00,,,
9439668,TOMMY,Anchor Handling Tug Supply,2301,1965,2009,St Kitts & Nevis,Vanuatu,Tidewater Inc,United States Of America,Sonatide Marine Services Ltd,Tidewater Marine Ships LLC,United States Of America,Alang,India,2021-10-01 00:00:00,,,
9439656,REG,Anchor Handling Tug Supply,2301,1969,2009,St Kitts & Nevis,Vanuatu,Tidewater Inc,United States Of America,Tidewater Marine Intl Inc-CAM,Silver Fleet Ltd,Cayman Islands,Alang,India,2021-10-01 00:00:00,,,
7117292,CAPE MENDOCINO,Barge Carrier,47674,,1972,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America,2021-10-01 00:00:00,,,
6329044,PETERSBURG,Crude Oil Tanker,27049,13609,1963,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America,2021-10-01 00:00:00,,,
7405912,INTER SERVICE,Anchor Handling Tug Supply,1315,1247,1976,Panama,,Zeamarine Americas LLC,United States Of America,Intermarine Sharjah Ltd,Intermarine de Panama SA,Panama,Alang,India,2021-10-01 00:00:00,,,
7408770,INTERSURF,Offshore Tug/Supply Ship,1333,1230,1976,St Kitts & Nevis,Cayman Islands,Zeamarine Americas LLC,United States Of America,Zeamarine Americas LLC,IMI Cayman Ltd,Cayman Islands,Gadani,Pakistan,2021-10-01 00:00:00,,,
7423720,INTERSEA,Anchor Handling Tug Supply,1346,1503,1976,St Kitts & Nevis,Panama,Zeamarine Americas LLC,United States Of America,Intermarine Sharjah Ltd,IMI Cayman Ltd,Cayman Islands,Gadani,Pakistan,2021-10-01 00:00:00,,,
7403031,INTER G,Anchor Handling Tug Supply,1331,1179,1975,Comoros,Bahamas,Zeamarine Americas LLC,United States Of America,Intermarine Sharjah Ltd,Reviewing International,Bahamas,Alang,India,2021-10-01 00:00:00,,,
9102241,HAPON,Crude Oil Tanker,163882,48100,1996,Panama,,Unknown,Unknown,Sealion Ship Management Pte,Hapon Ltd,Marshall Islands,Chittagong,Bangladesh,2021-10-01 00:00:00,,,
9143532,HENG LONG,Products Tanker,57031,16209,1997,Sierra Leone,St Vincent & The Grenadines,Unknown,Unknown,Heng Long Ltd,Heng Long Ltd,Seychelles,Chittagong,Bangladesh,2021-10-01 00:00:00,,,
9183348,SPIRIT,Crude Oil Tanker,149376,38726,1998,Palau,Cook Islands,Unknown,Unknown, Unknown,Silvana Ltd,Hong Jkong,Gadani,Pakistan,2021-10-01 00:00:00,,,
9187681,TINA,Chemical/Products Tanker,29965,12235,1998,St Kitts & Nevis,,Unknown,Unknown,Shanghai Anrita Shpg Co Ltd,Sky Sino Shipping Ltd,Hong Kong,Chittagong,Bangladesh,2021-10-01 00:00:00,,,
9137583,LUCKY DOLPHIN,Products Tanker,22735,7486,1996,Vietnam,,Lucky Invest Co Ltd,Vietnam,Lucky Invest Co Ltd,Lucky Invest Co Ltd,Vietnam,Gadani,Pakistan,2021-10-01 00:00:00,,,
9249984,ARI,Vehicles Carrier,13112,6023,2002,Cameroon,Portugal,Shega-Group SA,Albania,Shega Trans SA,Shega Trans SA,Albania,Alang,India,2021-11-01 00:00:00,,,
7911052,NORVARG,Products Tanker ,1085,828,1980,Sierra Leone,Bulgaria,Mariner Bunker Ltd,Bulgaria,Mariner Bunker Ltd,Mariner Bunker Ltd,Bulgaria,Aliaga,Turkey,2021-11-01 00:00:00,,,
7809364,W. E. RICKER,Fishing Vessel,1105,,1978,Canada,,Canada Govt,Canada,Canada Govt Coast Guard,Canada Govt Coast Guard,Canada,Nanaimo,Canada,2021-11-01 00:00:00,,,
8716174,AN JI 5,Vehicles Carrier,8974,,1988,China   ,,Anji Automotive Logistics Co,China   ,Shanghai Ansheng Automotive,Shanghai Ansheng Automotive,China   ,Jiangyin,China   ,2021-11-01 00:00:00,,,
9134531,NORTHERN SEA,Platform Supply Ship,3051,,1996,Denmark (Dis),,Bjerrum & Jensen ApS,Denmark,Northern Offshore Services A/S,Wilson Offshore A/S,Denmark,Esbjerg,Denmark,2021-11-01 00:00:00,,,
8027614,SIR GEE,Anchor Handling Tug Supply,640,770,1981,Togo,Egypt,Rashied Maritime Services,Egypt,Rashied Maritime Services,Rashied Maritime Services,Egypt,Gadani,Pakistan,2021-11-01 00:00:00,,,
